Date,Category,Quantity,PPU,Amount,Inventory Level,Units Sold,Weather Condition,Holiday/Promotion,Month,MonthName,DayOfWeek
2025-11-12,Bedroom Sets,83.0,450755.176268,37412679,279.12,14265,Snowy,0,2025-11,Nov 2025,Wednesday
2025-11-13,Bedroom Sets,522.0,506099.080028,264183719,296.95,13481,Sunny,1,2025-11,Nov 2025,Thursday
2025-11-14,Bedroom Sets,29.0,475560.452205,13791253,260.54,14817,Cloudy,0,2025-11,Nov 2025,Friday
2025-11-15,Bedroom Sets,165.0,484704.245341,79976200,259.92,13363,Sunny,1,2025-11,Nov 2025,Saturday
2025-11-16,Bedroom Sets,153.0,478612.055013,73227644,253.52,12710,Sunny,0,2025-11,Nov 2025,Sunday
2025-11-17,Bedroom Sets,130.0,461084.899045,59941036,281.17,16030,Sunny,0,2025-11,Nov 2025,Monday
2025-11-18,Bedroom Sets,265.0,504591.804074,133716828,280.9,13670,Snowy,0,2025-11,Nov 2025,Tuesday
2025-11-19,Bedroom Sets,124.0,491346.325986,60926944,256.78,13800,Snowy,0,2025-11,Nov 2025,Wednesday
2025-11-20,Bedroom Sets,320.0,428579.66478,137145492,261.59,12778,Rainy,0,2025-11,Nov 2025,Thursday
2025-11-21,Bedroom Sets,116.0,440844.789319,51137995,309.64,13792,Cloudy,1,2025-11,Nov 2025,Friday
2025-11-22,Bedroom Sets,257.0,512006.853136,131585761,281.56,13487,Rainy,1,2025-11,Nov 2025,Saturday
2025-11-23,Bedroom Sets,107.0,459670.439431,49184737,297.97,13585,Sunny,0,2025-11,Nov 2025,Sunday
2025-11-24,Bedroom Sets,56.0,470981.838864,26374982,261.13,12133,Snowy,0,2025-11,Nov 2025,Monday
2025-11-25,Bedroom Sets,14.0,480449.321416,6726290,270.55,15784,Sunny,1,2025-11,Nov 2025,Tuesday
2025-11-26,Bedroom Sets,54.0,461810.280873,24937755,255.77,14196,Sunny,1,2025-11,Nov 2025,Wednesday
2025-11-27,Bedroom Sets,33.0,463717.222908,15302668,257.21,13062,Cloudy,1,2025-11,Nov 2025,Thursday
2025-11-28,Bedroom Sets,75.0,470188.350024,35264126,234.38,11093,Cloudy,1,2025-11,Nov 2025,Friday
2025-11-29,Bedroom Sets,431.0,497671.566816,214496445,269.48,13739,Rainy,1,2025-11,Nov 2025,Saturday
2025-11-30,Bedroom Sets,86.0,435683.232452,37468757,298.21,16387,Sunny,1,2025-11,Nov 2025,Sunday
2025-12-01,Bedroom Sets,147.0,469555.805861,69024703,273.85,12327,Rainy,0,2025-12,Dec 2025,Monday
2025-12-02,Bedroom Sets,210.0,451155.071838,94742565,258.35,12515,Sunny,0,2025-12,Dec 2025,Tuesday
2025-12-03,Bedroom Sets,25.0,556614.778317,13915369,275.15,13095,Rainy,0,2025-12,Dec 2025,Wednesday
2025-12-04,Bedroom Sets,65.0,431587.359524,28053178,277.68,12965,Snowy,1,2025-12,Dec 2025,Thursday
2025-12-05,Bedroom Sets,135.0,493292.574438,66594497,238.75,15298,Rainy,1,2025-12,Dec 2025,Friday
2025-12-06,Bedroom Sets,15.0,635251.050508,9528765,290.42,12976,Snowy,1,2025-12,Dec 2025,Saturday
2025-12-07,Bedroom Sets,9.0,437085.589835,3933770,297.13,14504,Cloudy,1,2025-12,Dec 2025,Sunday
2025-12-08,Bedroom Sets,522.0,417924.133542,218156397,298.06,14548,Cloudy,0,2025-12,Dec 2025,Monday
2025-12-09,Bedroom Sets,113.0,509457.57275,57568705,290.89,13284,Snowy,1,2025-12,Dec 2025,Tuesday
2025-12-10,Bedroom Sets,34.0,507938.032308,17269893,258.85,13559,Rainy,1,2025-12,Dec 2025,Wednesday
2025-12-11,Bedroom Sets,136.0,472144.558788,64211659,277.19,13149,Cloudy,0,2025-12,Dec 2025,Thursday
2025-12-12,Bedroom Sets,42.0,401445.424554,16860707,292.64,12666,Rainy,0,2025-12,Dec 2025,Friday
2025-12-13,Bedroom Sets,46.0,385092.725527,17714265,271.53,14436,Snowy,0,2025-12,Dec 2025,Saturday
2025-12-14,Bedroom Sets,60.0,555632.511383,33337950,284.28,14112,Snowy,1,2025-12,Dec 2025,Sunday
2025-12-15,Bedroom Sets,87.0,469806.864207,40873197,242.12,14287,Snowy,1,2025-12,Dec 2025,Monday
2025-12-16,Bedroom Sets,8.0,489430.145568,3915441,264.49,12200,Cloudy,1,2025-12,Dec 2025,Tuesday
2025-12-17,Bedroom Sets,141.0,444521.76682,62677569,291.62,13987,Rainy,1,2025-12,Dec 2025,Wednesday
2025-12-18,Bedroom Sets,522.0,443674.124055,231597892,241.83,12126,Sunny,0,2025-12,Dec 2025,Thursday
2025-12-19,Bedroom Sets,69.0,522416.945012,36046769,265.84,13723,Snowy,1,2025-12,Dec 2025,Friday
2025-12-20,Bedroom Sets,211.0,542752.59672,114520797,287.84,14808,Sunny,0,2025-12,Dec 2025,Saturday
2025-12-21,Bedroom Sets,25.0,469945.072531,11748626,286.25,11591,Rainy,1,2025-12,Dec 2025,Sunday
2025-12-22,Bedroom Sets,108.0,415687.634747,44894264,305.78,13386,Cloudy,1,2025-12,Dec 2025,Monday
2025-12-23,Bedroom Sets,522.0,529038.839012,276158273,254.99,12544,Cloudy,1,2025-12,Dec 2025,Tuesday
2025-12-24,Bedroom Sets,522.0,502448.205677,262277963,243.77,13840,Cloudy,1,2025-12,Dec 2025,Wednesday
2025-12-25,Bedroom Sets,13.0,577752.756404,7510785,281.37,11260,Rainy,1,2025-12,Dec 2025,Thursday
2025-12-26,Bedroom Sets,47.0,388922.66698,18279365,267.34,13241,Sunny,1,2025-12,Dec 2025,Friday
2025-12-27,Bedroom Sets,7.0,403653.699396,2825575,299.39,14331,Snowy,0,2025-12,Dec 2025,Saturday
2025-12-28,Bedroom Sets,157.0,439510.186195,69003099,284.68,15617,Sunny,0,2025-12,Dec 2025,Sunday
2025-12-29,Bedroom Sets,35.0,460078.481347,16102746,261.03,12725,Sunny,0,2025-12,Dec 2025,Monday
2025-12-30,Bedroom Sets,102.0,432022.544481,44066299,252.02,11881,Snowy,0,2025-12,Dec 2025,Tuesday
2025-12-31,Bedroom Sets,164.0,427456.975008,70102943,305.78,13083,Rainy,0,2025-12,Dec 2025,Wednesday
2026-01-01,Bedroom Sets,41.0,420190.717365,17227819,295.18,13921,Cloudy,1,2026-01,Jan 2026,Thursday
2026-01-02,Bedroom Sets,91.0,477422.68169,43445464,277.81,13494,Sunny,1,2026-01,Jan 2026,Friday
2026-01-03,Bedroom Sets,125.0,470878.810609,58859851,274.0,15035,Sunny,0,2026-01,Jan 2026,Saturday
2026-01-04,Bedroom Sets,29.0,463125.385031,13430636,306.78,14283,Sunny,1,2026-01,Jan 2026,Sunday
2026-01-05,Bedroom Sets,52.0,429535.249925,22335832,260.54,13164,Sunny,1,2026-01,Jan 2026,Monday
2026-01-06,Bedroom Sets,23.0,507350.05427,11669051,269.22,14525,Sunny,0,2026-01,Jan 2026,Tuesday
2026-01-07,Bedroom Sets,95.0,459677.352417,43669348,295.48,12744,Rainy,0,2026-01,Jan 2026,Wednesday
2026-01-08,Bedroom Sets,140.0,592690.187943,82976626,283.21,14555,Sunny,1,2026-01,Jan 2026,Thursday
2026-01-09,Bedroom Sets,74.0,402996.901925,29821770,244.46,13499,Sunny,0,2026-01,Jan 2026,Friday
2026-01-10,Bedroom Sets,144.0,444910.503111,64067112,245.75,13158,Sunny,0,2026-01,Jan 2026,Saturday
2026-01-11,Bedroom Sets,128.0,427347.213183,54700443,266.26,13650,Cloudy,1,2026-01,Jan 2026,Sunday
2026-01-12,Bedroom Sets,32.0,425551.694573,13617654,286.86,12656,Rainy,1,2026-01,Jan 2026,Monday
2026-01-13,Bedroom Sets,73.0,526508.033337,38435086,307.85,14171,Sunny,1,2026-01,Jan 2026,Tuesday
2026-01-14,Bedroom Sets,41.0,437614.400068,17942190,276.62,13864,Sunny,0,2026-01,Jan 2026,Wednesday
2026-01-15,Bedroom Sets,27.0,409114.485905,11046091,251.54,12730,Snowy,1,2026-01,Jan 2026,Thursday
2026-01-16,Bedroom Sets,386.0,511373.55355,197390191,305.24,11285,Snowy,0,2026-01,Jan 2026,Friday
2026-01-17,Bedroom Sets,23.0,460704.724663,10596208,280.09,15096,Sunny,1,2026-01,Jan 2026,Saturday
2026-01-18,Bedroom Sets,85.0,617230.088298,52464557,279.66,14145,Sunny,0,2026-01,Jan 2026,Sunday
2026-01-19,Bedroom Sets,174.0,471311.296969,82008165,288.23,14055,Sunny,1,2026-01,Jan 2026,Monday
2026-01-20,Bedroom Sets,82.0,500523.62332,41042937,291.62,12500,Sunny,1,2026-01,Jan 2026,Tuesday
2026-01-21,Bedroom Sets,78.0,503176.91049,39247799,277.64,13190,Cloudy,0,2026-01,Jan 2026,Wednesday
2026-01-22,Bedroom Sets,18.0,394191.069893,7095439,269.01,12400,Rainy,1,2026-01,Jan 2026,Thursday
2026-01-23,Bedroom Sets,78.0,512176.642135,39949778,311.13,14502,Snowy,0,2026-01,Jan 2026,Friday
2026-01-24,Bedroom Sets,152.0,432685.655686,65768219,231.67,11228,Sunny,1,2026-01,Jan 2026,Saturday
2026-01-25,Bedroom Sets,43.0,510387.454595,21946660,282.16,13562,Snowy,1,2026-01,Jan 2026,Sunday
2026-01-26,Bedroom Sets,57.0,437535.666812,24939533,248.63,13771,Snowy,1,2026-01,Jan 2026,Monday
2025-01-01,Gaming Consoles,214.0,617760.3928242606,127265159,297.02,16038,Rainy,1,2025-01,Jan 2025,Wednesday
2025-01-02,Gaming Consoles,507.0,705392.5715362247,337069894,248.42,13080,Rainy,1,2025-01,Jan 2025,Thursday
2025-01-03,Gaming Consoles,421.0,624496.8717130291,268608923,279.54,12420,Sunny,1,2025-01,Jan 2025,Friday
2025-01-04,Gaming Consoles,65.0,592954.3796868022,40783827,257.59,12045,Cloudy,1,2025-01,Jan 2025,Saturday
2025-01-05,Gaming Consoles,8.0,562213.5382438111,4477429,285.95,15093,Cloudy,0,2025-01,Jan 2025,Sunday
2025-01-06,Gaming Consoles,555.0,611866.0090115445,320979590,258.09,13552,Snowy,1,2025-01,Jan 2025,Monday
2025-01-07,Gaming Consoles,466.0,620083.0992821996,260838283,253.71,14329,Sunny,1,2025-01,Jan 2025,Tuesday
2025-01-08,Gaming Consoles,247.0,601441.9571311267,148385242,253.33,13897,Snowy,0,2025-01,Jan 2025,Wednesday
2025-01-09,Gaming Consoles,603.0,686289.8963242321,373805591,267.06,12972,Snowy,0,2025-01,Jan 2025,Thursday
2025-01-10,Gaming Consoles,420.0,550586.7844751673,247046665,289.27,14212,Sunny,0,2025-01,Jan 2025,Friday
2025-01-11,Gaming Consoles,27.0,642825.004559735,16456267,264.83,13679,Rainy,1,2025-01,Jan 2025,Saturday
2025-01-12,Gaming Consoles,595.0,594321.8144444693,374598870,236.43,11898,Cloudy,1,2025-01,Jan 2025,Sunday
2025-02-01,Gaming Consoles,73.0,658327.5660983039,44072121,285.64,14691,Rainy,0,2025-02,Feb 2025,Saturday
2025-02-02,Gaming Consoles,513.0,529933.7483527742,276003701,288.35,13526,Rainy,1,2025-02,Feb 2025,Sunday
2025-02-03,Gaming Consoles,325.0,540969.432581769,194759535,284.75,14631,Sunny,1,2025-02,Feb 2025,Monday
2025-02-04,Gaming Consoles,39.0,649920.8023835977,24051728,281.83,14278,Rainy,0,2025-02,Feb 2025,Tuesday
2025-02-05,Gaming Consoles,33.0,551686.5176017034,19482415,272.24,13225,Sunny,0,2025-02,Feb 2025,Wednesday
2025-02-06,Gaming Consoles,75.0,647380.1336648929,46610452,257.31,13192,Cloudy,0,2025-02,Feb 2025,Thursday
2025-02-07,Gaming Consoles,210.0,568782.2785168266,112002199,278.12,12607,Sunny,0,2025-02,Feb 2025,Friday
2025-02-08,Gaming Consoles,541.0,564640.9580085471,316086836,254.51,14554,Rainy,1,2025-02,Feb 2025,Saturday
2025-02-09,Gaming Consoles,104.0,608657.4381757053,65016698,274.69,14008,Sunny,0,2025-02,Feb 2025,Sunday
2025-02-10,Gaming Consoles,507.0,654294.9673679996,297916643,271.48,12577,Snowy,0,2025-02,Feb 2025,Monday
2025-02-11,Gaming Consoles,786.0,582307.4667226333,468933751,282.27,13884,Sunny,0,2025-02,Feb 2025,Tuesday
2025-02-12,Gaming Consoles,25.0,474511.9779058671,13260126,269.85,13200,Cloudy,0,2025-02,Feb 2025,Wednesday
2025-03-01,Gaming Consoles,97.0,555161.4596237821,62409210,285.58,15142,Cloudy,0,2025-03,Mar 2025,Saturday
2025-03-02,Gaming Consoles,138.0,626385.6714941646,79355072,267.96,12795,Sunny,0,2025-03,Mar 2025,Sunday
2025-03-03,Gaming Consoles,55.0,563288.292031777,31057361,262.94,12790,Rainy,1,2025-03,Mar 2025,Monday
2025-03-04,Gaming Consoles,41.0,627541.9886244873,26564288,268.26,12131,Rainy,1,2025-03,Mar 2025,Tuesday
2025-03-05,Gaming Consoles,250.0,622603.8282595963,140503618,281.95,14257,Sunny,1,2025-03,Mar 2025,Wednesday
2025-03-06,Gaming Consoles,168.0,502757.8626814588,86220860,277.77,12472,Sunny,1,2025-03,Mar 2025,Thursday
2025-03-07,Gaming Consoles,138.0,565647.6594649841,73713390,298.28,15106,Sunny,0,2025-03,Mar 2025,Friday
2025-03-08,Gaming Consoles,162.0,638833.504983136,102963577,263.12,13589,Snowy,1,2025-03,Mar 2025,Saturday
2025-03-09,Gaming Consoles,246.0,614042.7934231589,157050327,299.36,14148,Snowy,0,2025-03,Mar 2025,Sunday
2025-03-10,Gaming Consoles,7.0,589489.8384544769,4346190,276.56,13278,Cloudy,1,2025-03,Mar 2025,Monday
2025-03-11,Gaming Consoles,23.0,610259.037153031,14745411,273.47,12977,Cloudy,0,2025-03,Mar 2025,Tuesday
2025-03-12,Gaming Consoles,327.0,449350.4184419607,152188592,273.39,13116,Sunny,0,2025-03,Mar 2025,Wednesday
2025-04-01,Gaming Consoles,249.0,556099.1550456961,155548100,267.77,12195,Snowy,1,2025-04,Apr 2025,Tuesday
2025-04-02,Gaming Consoles,53.0,638715.5869723477,31075379,268.75,13438,Snowy,1,2025-04,Apr 2025,Wednesday
2025-04-03,Gaming Consoles,37.0,663459.144464608,24151823,288.3,15219,Rainy,0,2025-04,Apr 2025,Thursday
2025-04-04,Gaming Consoles,98.0,532979.5107471464,59410599,292.15,13316,Sunny,1,2025-04,Apr 2025,Friday
2025-04-05,Gaming Consoles,280.0,679179.5652839419,175486733,272.33,13025,Cloudy,1,2025-04,Apr 2025,Saturday
2025-04-06,Gaming Consoles,138.0,509159.7623395355,77583762,259.32,12775,Rainy,0,2025-04,Apr 2025,Sunday
2025-04-07,Gaming Consoles,32.0,579642.1753628461,18574818,269.41,13648,Cloudy,1,2025-04,Apr 2025,Monday
2025-04-08,Gaming Consoles,144.0,563051.3016057541,79991511,286.22,14784,Sunny,0,2025-04,Apr 2025,Tuesday
2025-04-09,Gaming Consoles,53.0,584000.7846624479,29363598,262.77,11750,Cloudy,1,2025-04,Apr 2025,Wednesday
2025-04-10,Gaming Consoles,15.0,652866.4057168677,8797269,268.02,14580,Rainy,0,2025-04,Apr 2025,Thursday
2025-04-11,Gaming Consoles,58.0,495275.7530231977,30241058,293.37,14549,Cloudy,1,2025-04,Apr 2025,Friday
2025-04-12,Gaming Consoles,11.0,640974.6970628726,6695162,282.53,15286,Rainy,0,2025-04,Apr 2025,Saturday
2025-05-01,Gaming Consoles,211.0,569030.6365792773,135891746,279.83,13956,Snowy,1,2025-05,May 2025,Thursday
2025-05-02,Gaming Consoles,158.0,649931.2562146069,104083358,251.88,13141,Sunny,1,2025-05,May 2025,Friday
2025-05-03,Gaming Consoles,214.0,608388.9074024317,123044538,283.95,13648,Rainy,1,2025-05,May 2025,Saturday
2025-05-04,Gaming Consoles,75.0,654699.1376480428,43444897,286.18,13005,Snowy,1,2025-05,May 2025,Sunday
2025-05-05,Gaming Consoles,64.0,633721.5204705315,38373354,261.96,11740,Cloudy,1,2025-05,May 2025,Monday
2025-05-06,Gaming Consoles,130.0,494854.2771448645,70106744,267.1,13454,Cloudy,0,2025-05,May 2025,Tuesday
2025-05-07,Gaming Consoles,10.0,730901.1442589365,7057025,263.63,13624,Sunny,1,2025-05,May 2025,Wednesday
2025-05-08,Gaming Consoles,160.0,736237.6383896705,103315223,267.88,12603,Rainy,1,2025-05,May 2025,Thursday
2025-05-09,Gaming Consoles,179.0,638990.648479547,113175203,269.58,13368,Cloudy,0,2025-05,May 2025,Friday
2025-05-10,Gaming Consoles,86.0,663882.163548998,57703825,265.92,13340,Cloudy,0,2025-05,May 2025,Saturday
2025-05-11,Gaming Consoles,69.0,599497.328398117,37590191,278.37,14400,Snowy,1,2025-05,May 2025,Sunday
2025-05-12,Gaming Consoles,79.0,657085.1247231801,53708003,276.14,13829,Sunny,1,2025-05,May 2025,Monday
2025-06-01,Gaming Consoles,69.0,505733.943671846,34320512,267.5,11984,Sunny,1,2025-06,Jun 2025,Sunday
2025-06-02,Gaming Consoles,1.0,668358.451607427,735761,288.76,13891,Sunny,0,2025-06,Jun 2025,Monday
2025-06-03,Gaming Consoles,72.0,580150.6463720631,39330642,251.45,12278,Sunny,0,2025-06,Jun 2025,Tuesday
2025-06-04,Gaming Consoles,64.0,515009.7759300776,33176321,260.08,12395,Snowy,1,2025-06,Jun 2025,Wednesday
2025-06-05,Gaming Consoles,82.0,531053.7689941566,44460742,270.94,12267,Rainy,0,2025-06,Jun 2025,Thursday
2025-06-06,Gaming Consoles,13.0,612570.3439633917,8960990,283.3,16594,Rainy,1,2025-06,Jun 2025,Friday
2025-06-07,Gaming Consoles,21.0,667520.9362187885,14070169,294.4,13442,Rainy,0,2025-06,Jun 2025,Saturday
2025-06-08,Gaming Consoles,50.0,666197.7184907229,31525964,265.89,14370,Rainy,1,2025-06,Jun 2025,Sunday
2025-06-09,Gaming Consoles,8.0,579857.4055344281,5122582,289.33,14666,Rainy,1,2025-06,Jun 2025,Monday
2025-06-10,Gaming Consoles,69.0,608573.3321939444,45164411,282.05,13890,Cloudy,0,2025-06,Jun 2025,Tuesday
2025-06-11,Gaming Consoles,12.0,522318.4025622244,6166491,263.07,13323,Cloudy,0,2025-06,Jun 2025,Wednesday
2025-06-12,Gaming Consoles,2.0,537406.8980323687,891022,259.45,14194,Sunny,1,2025-06,Jun 2025,Thursday
2025-06-13,Gaming Consoles,265.0,591798.099792,156826496,270.2,12811,Sunny,0,2025-06,Jun 2025,Friday
2025-06-14,Gaming Consoles,14.0,527379.569101,7383313,274.55,12160,Cloudy,0,2025-06,Jun 2025,Saturday
2025-06-15,Gaming Consoles,38.0,635854.026985,24162453,296.6,11581,Cloudy,1,2025-06,Jun 2025,Sunday
2025-06-16,Gaming Consoles,128.0,467198.027201,59801347,265.85,12497,Sunny,1,2025-06,Jun 2025,Monday
2025-06-17,Gaming Consoles,175.0,590976.320089,103420856,265.45,12676,Cloudy,0,2025-06,Jun 2025,Tuesday
2025-06-18,Gaming Consoles,30.0,541524.531399,16245735,262.53,12253,Snowy,1,2025-06,Jun 2025,Wednesday
2025-06-19,Gaming Consoles,342.0,512551.558654,175292633,286.93,13016,Sunny,0,2025-06,Jun 2025,Thursday
2025-06-20,Gaming Consoles,114.0,585184.188713,66710997,251.38,11614,Sunny,1,2025-06,Jun 2025,Friday
2025-06-21,Gaming Consoles,52.0,588517.574347,30602913,253.06,15032,Sunny,0,2025-06,Jun 2025,Saturday
2025-06-22,Gaming Consoles,230.0,622843.655974,143254040,297.59,13676,Sunny,1,2025-06,Jun 2025,Sunday
2025-06-23,Gaming Consoles,22.0,597153.159344,13137369,276.23,14001,Cloudy,0,2025-06,Jun 2025,Monday
2025-06-24,Gaming Consoles,20.0,645523.674683,12910473,232.46,13051,Rainy,1,2025-06,Jun 2025,Tuesday
2025-06-25,Gaming Consoles,151.0,605852.989531,91483801,295.35,17459,Snowy,0,2025-06,Jun 2025,Wednesday
2025-06-26,Gaming Consoles,103.0,597197.238791,61511315,275.96,12790,Rainy,0,2025-06,Jun 2025,Thursday
2025-06-27,Gaming Consoles,479.0,593827.658083,284443448,317.52,13807,Cloudy,1,2025-06,Jun 2025,Friday
2025-06-28,Gaming Consoles,23.0,621470.851008,14293829,275.56,12252,Snowy,1,2025-06,Jun 2025,Saturday
2025-06-29,Gaming Consoles,73.0,652103.877146,47603583,274.67,13195,Cloudy,1,2025-06,Jun 2025,Sunday
2025-06-30,Gaming Consoles,58.0,629127.466491,36489393,249.02,14168,Sunny,1,2025-06,Jun 2025,Monday
2025-07-01,Gaming Consoles,145.0,564623.527088,81870411,254.3,14613,Rainy,0,2025-07,Jul 2025,Tuesday
2025-07-02,Gaming Consoles,943.2,591772.062792,558159409,300.71,12897,Cloudy,0,2025-07,Jul 2025,Wednesday
2025-07-03,Gaming Consoles,629.0,545263.379601,342970665,285.45,14197,Sunny,0,2025-07,Jul 2025,Thursday
2025-07-04,Gaming Consoles,43.0,539358.306834,23192407,266.02,12290,Cloudy,0,2025-07,Jul 2025,Friday
2025-07-05,Gaming Consoles,75.0,524903.639381,39367772,261.6,13275,Rainy,0,2025-07,Jul 2025,Saturday
2025-07-06,Gaming Consoles,10.0,604235.570723,6042355,286.74,12498,Snowy,1,2025-07,Jul 2025,Sunday
2025-07-07,Gaming Consoles,288.0,529669.31297,152544762,243.03,13552,Rainy,0,2025-07,Jul 2025,Monday
2025-07-08,Gaming Consoles,943.2,577170.550089,544387262,276.6,13201,Rainy,1,2025-07,Jul 2025,Tuesday
2025-07-09,Gaming Consoles,126.0,542242.734634,68322584,304.25,14920,Rainy,0,2025-07,Jul 2025,Wednesday
2025-07-10,Gaming Consoles,34.0,492353.650791,16740024,297.43,12800,Rainy,0,2025-07,Jul 2025,Thursday
2025-07-11,Gaming Consoles,317.0,536774.840386,170157624,268.09,11679,Sunny,1,2025-07,Jul 2025,Friday
2025-07-12,Gaming Consoles,41.0,607039.724245,24888628,273.89,14097,Rainy,1,2025-07,Jul 2025,Saturday
2025-07-13,Gaming Consoles,943.2,571003.849792,538570831,236.49,11280,Sunny,0,2025-07,Jul 2025,Sunday
2025-07-14,Gaming Consoles,187.0,690219.852639,129071112,289.34,13586,Sunny,1,2025-07,Jul 2025,Monday
2025-07-15,Gaming Consoles,32.0,604240.032141,19335681,279.21,12172,Sunny,1,2025-07,Jul 2025,Tuesday
2025-07-16,Gaming Consoles,35.0,608833.611931,21309176,276.77,11595,Cloudy,1,2025-07,Jul 2025,Wednesday
2025-07-17,Gaming Consoles,14.0,715208.648323,10012921,311.16,13766,Cloudy,0,2025-07,Jul 2025,Thursday
2025-07-18,Gaming Consoles,389.0,559763.867517,217748144,289.31,15756,Sunny,1,2025-07,Jul 2025,Friday
2025-07-19,Gaming Consoles,60.0,482577.356534,28954641,311.64,11398,Sunny,0,2025-07,Jul 2025,Saturday
2025-07-20,Gaming Consoles,943.2,686114.149533,647142865,275.34,13899,Snowy,1,2025-07,Jul 2025,Sunday
2025-07-21,Gaming Consoles,149.0,608238.21064,90627493,238.6,14651,Cloudy,1,2025-07,Jul 2025,Monday
2025-07-22,Gaming Consoles,40.0,558755.584384,22350223,271.19,13005,Rainy,0,2025-07,Jul 2025,Tuesday
2025-07-23,Gaming Consoles,20.0,575981.366166,11519627,286.61,13773,Sunny,1,2025-07,Jul 2025,Wednesday
2025-07-24,Gaming Consoles,20.0,496763.363974,9935267,270.65,13506,Rainy,1,2025-07,Jul 2025,Thursday
2025-07-25,Gaming Consoles,117.0,580941.532686,67970159,280.84,15620,Rainy,0,2025-07,Jul 2025,Friday
2025-07-26,Gaming Consoles,141.0,627682.008492,88503163,273.22,12788,Snowy,1,2025-07,Jul 2025,Saturday
2025-07-27,Gaming Consoles,109.0,532411.489112,58032852,287.24,14911,Snowy,0,2025-07,Jul 2025,Sunday
2025-07-28,Gaming Consoles,81.0,595064.970798,48200262,310.19,12857,Sunny,1,2025-07,Jul 2025,Monday
2025-07-29,Gaming Consoles,30.0,516278.14584,15488344,257.01,13163,Snowy,0,2025-07,Jul 2025,Tuesday
2025-07-30,Gaming Consoles,49.0,642612.320749,31488003,282.69,12283,Sunny,0,2025-07,Jul 2025,Wednesday
2025-07-31,Gaming Consoles,18.0,543694.975737,9786509,282.82,15317,Sunny,0,2025-07,Jul 2025,Thursday
2025-08-01,Gaming Consoles,407.0,575249.811803,234126673,304.29,12717,Rainy,0,2025-08,Aug 2025,Friday
2025-08-02,Gaming Consoles,47.0,572599.627492,26912182,279.4,12863,Rainy,1,2025-08,Aug 2025,Saturday
2025-08-03,Gaming Consoles,59.0,552993.449732,32626613,290.47,14955,Sunny,1,2025-08,Aug 2025,Sunday
2025-08-04,Gaming Consoles,743.0,546805.190253,406276256,248.33,13560,Rainy,1,2025-08,Aug 2025,Monday
2025-08-05,Gaming Consoles,165.0,530003.335539,87450550,283.04,14368,Cloudy,1,2025-08,Aug 2025,Tuesday
2025-08-06,Gaming Consoles,33.0,544449.112199,17966820,273.7,12734,Cloudy,1,2025-08,Aug 2025,Wednesday
2025-08-07,Gaming Consoles,18.0,523398.10746,9421165,275.92,15412,Sunny,1,2025-08,Aug 2025,Thursday
2025-08-08,Gaming Consoles,10.0,487394.902425,4873949,274.9,12722,Cloudy,1,2025-08,Aug 2025,Friday
2025-08-09,Gaming Consoles,52.0,603491.079643,31381536,284.84,17402,Cloudy,0,2025-08,Aug 2025,Saturday
2025-08-10,Gaming Consoles,31.0,636767.491038,19739792,297.41,14544,Rainy,1,2025-08,Aug 2025,Sunday
2025-08-11,Gaming Consoles,361.0,629223.833631,227149803,270.42,14187,Rainy,1,2025-08,Aug 2025,Monday
2025-08-12,Gaming Consoles,224.0,528393.298347,118360098,232.98,13783,Sunny,1,2025-08,Aug 2025,Tuesday
2025-08-13,Gaming Consoles,209.0,558354.252555,116696038,291.36,12378,Snowy,0,2025-08,Aug 2025,Wednesday
2025-08-14,Gaming Consoles,320.0,606289.494507,194012638,275.54,15274,Cloudy,0,2025-08,Aug 2025,Thursday
2025-08-15,Gaming Consoles,56.0,576999.969181,32311998,252.63,13315,Rainy,0,2025-08,Aug 2025,Friday
2025-08-16,Gaming Consoles,46.0,556684.770559,25607499,288.95,13951,Sunny,0,2025-08,Aug 2025,Saturday
2025-08-17,Gaming Consoles,200.0,609454.332384,121890866,265.78,12542,Rainy,0,2025-08,Aug 2025,Sunday
2025-08-18,Gaming Consoles,374.0,574948.30162,215030664,255.71,11743,Rainy,1,2025-08,Aug 2025,Monday
2025-08-19,Gaming Consoles,87.0,634328.260097,55186558,247.27,12335,Snowy,0,2025-08,Aug 2025,Tuesday
2025-08-20,Gaming Consoles,122.0,603020.056408,73568446,318.23,15712,Sunny,1,2025-08,Aug 2025,Wednesday
2025-08-21,Gaming Consoles,151.0,509461.164803,76928635,271.48,13139,Sunny,0,2025-08,Aug 2025,Thursday
2025-08-22,Gaming Consoles,98.0,535563.936956,52485265,280.46,11849,Sunny,0,2025-08,Aug 2025,Friday
2025-08-23,Gaming Consoles,134.0,578427.553823,77509292,277.21,15346,Snowy,0,2025-08,Aug 2025,Saturday
2025-08-24,Gaming Consoles,241.0,606928.622806,146269798,285.84,14811,Cloudy,1,2025-08,Aug 2025,Sunday
